starttime	seconds	ctime	dtime	ttime	wait
Thu Aug 17 12:07:02 2017	1502989622	226	189	415	151
Thu Aug 17 12:07:04 2017	1502989624	186	231	417	197
Thu Aug 17 12:06:52 2017	1502989612	45	375	420	188
Thu Aug 17 12:06:52 2017	1502989612	45	375	420	188
Thu Aug 17 12:06:52 2017	1502989612	45	375	420	188
Thu Aug 17 12:06:52 2017	1502989612	46	375	420	188
Thu Aug 17 12:06:52 2017	1502989612	46	375	420	188
Thu Aug 17 12:06:52 2017	1502989612	46	375	420	188
Thu Aug 17 12:06:59 2017	1502989619	178	243	422	226
Thu Aug 17 12:07:05 2017	1502989625	81	341	423	277
Thu Aug 17 12:07:05 2017	1502989625	77	346	423	282
Thu Aug 17 12:07:05 2017	1502989625	77	346	423	282
Thu Aug 17 12:07:05 2017	1502989625	77	346	423	282
Thu Aug 17 12:06:59 2017	1502989619	180	243	423	226
Thu Aug 17 12:06:59 2017	1502989619	180	243	423	226
Thu Aug 17 12:07:04 2017	1502989624	24	400	424	388
Thu Aug 17 12:07:04 2017	1502989624	25	400	424	388
Thu Aug 17 12:07:04 2017	1502989624	24	400	425	396
Thu Aug 17 12:07:04 2017	1502989624	24	400	425	396
Thu Aug 17 12:07:04 2017	1502989624	24	400	425	396
Thu Aug 17 12:07:04 2017	1502989624	24	400	425	388
Thu Aug 17 12:06:59 2017	1502989619	185	243	428	226
Thu Aug 17 12:07:05 2017	1502989625	77	352	429	282
Thu Aug 17 12:07:02 2017	1502989622	91	337	429	221
Thu Aug 17 12:06:52 2017	1502989612	46	384	429	188
Thu Aug 17 12:06:56 2017	1502989616	61	368	430	298
Thu Aug 17 12:06:56 2017	1502989616	61	368	430	298
Thu Aug 17 12:06:56 2017	1502989616	61	368	430	298
Thu Aug 17 12:06:56 2017	1502989616	65	365	430	356
Thu Aug 17 12:06:56 2017	1502989616	65	365	430	351
Thu Aug 17 12:06:56 2017	1502989616	61	368	430	298
Thu Aug 17 12:06:56 2017	1502989616	65	365	430	365
Thu Aug 17 12:06:56 2017	1502989616	63	366	430	352
Thu Aug 17 12:06:56 2017	1502989616	65	365	430	356
Thu Aug 17 12:06:56 2017	1502989616	61	368	430	298
Thu Aug 17 12:06:56 2017	1502989616	63	366	430	345
Thu Aug 17 12:06:56 2017	1502989616	65	365	430	356
Thu Aug 17 12:06:56 2017	1502989616	63	367	430	309
Thu Aug 17 12:06:56 2017	1502989616	61	368	430	298
Thu Aug 17 12:06:56 2017	1502989616	63	367	430	309
Thu Aug 17 12:06:56 2017	1502989616	65	365	430	356
Thu Aug 17 12:06:56 2017	1502989616	63	367	430	309
Thu Aug 17 12:06:56 2017	1502989616	62	368	430	290
Thu Aug 17 12:06:56 2017	1502989616	63	367	430	304
Thu Aug 17 12:06:56 2017	1502989616	61	369	430	298
Thu Aug 17 12:06:56 2017	1502989616	62	368	430	290
Thu Aug 17 12:06:56 2017	1502989616	61	369	430	298
Thu Aug 17 12:07:04 2017	1502989624	199	232	431	202
Thu Aug 17 12:06:52 2017	1502989612	46	386	432	173
Thu Aug 17 12:06:56 2017	1502989616	64	368	432	357
Thu Aug 17 12:06:56 2017	1502989616	65	368	434	290
Thu Aug 17 12:06:56 2017	1502989616	65	369	434	290
Thu Aug 17 12:06:56 2017	1502989616	65	369	434	290
Thu Aug 17 12:06:56 2017	1502989616	65	369	434	290
Thu Aug 17 12:06:56 2017	1502989616	65	369	434	290
Thu Aug 17 12:06:56 2017	1502989616	65	369	434	290
Thu Aug 17 12:06:56 2017	1502989616	65	369	434	290
Thu Aug 17 12:06:56 2017	1502989616	65	369	434	290
Thu Aug 17 12:06:56 2017	1502989616	65	369	434	290
Thu Aug 17 12:07:01 2017	1502989621	53	383	437	208
Thu Aug 17 12:07:01 2017	1502989621	53	384	437	208
Thu Aug 17 12:07:01 2017	1502989621	53	384	437	208
Thu Aug 17 12:07:01 2017	1502989621	44	393	437	217
Thu Aug 17 12:07:01 2017	1502989621	44	393	437	213
Thu Aug 17 12:07:02 2017	1502989622	91	348	439	226
Thu Aug 17 12:07:02 2017	1502989622	91	348	439	226
Thu Aug 17 12:07:02 2017	1502989622	91	348	439	226
Thu Aug 17 12:07:02 2017	1502989622	91	348	439	226
Thu Aug 17 12:07:02 2017	1502989622	91	348	439	226
Thu Aug 17 12:07:02 2017	1502989622	91	348	439	226
Thu Aug 17 12:07:02 2017	1502989622	91	348	439	226
Thu Aug 17 12:07:02 2017	1502989622	91	348	439	226
Thu Aug 17 12:06:52 2017	1502989612	220	219	439	169
Thu Aug 17 12:06:52 2017	1502989612	65	374	440	313
Thu Aug 17 12:06:52 2017	1502989612	66	375	440	313
Thu Aug 17 12:06:52 2017	1502989612	66	375	440	313
Thu Aug 17 12:06:56 2017	1502989616	77	364	442	357
Thu Aug 17 12:07:04 2017	1502989624	93	350	443	172
Thu Aug 17 12:07:04 2017	1502989624	93	350	443	172
Thu Aug 17 12:06:56 2017	1502989616	77	369	446	357
Thu Aug 17 12:07:04 2017	1502989624	217	231	449	135
Thu Aug 17 12:07:04 2017	1502989624	217	231	449	172
Thu Aug 17 12:07:04 2017	1502989624	217	231	449	172
Thu Aug 17 12:07:04 2017	1502989624	217	232	449	197
Thu Aug 17 12:07:04 2017	1502989624	217	232	449	197
Thu Aug 17 12:07:04 2017	1502989624	217	232	449	197
Thu Aug 17 12:07:02 2017	1502989622	297	154	451	144
Thu Aug 17 12:07:04 2017	1502989624	54	400	453	388
Thu Aug 17 12:07:04 2017	1502989624	54	400	453	388
Thu Aug 17 12:07:04 2017	1502989624	54	400	453	388
Thu Aug 17 12:07:02 2017	1502989622	297	157	453	144
Thu Aug 17 12:06:56 2017	1502989616	52	402	454	402
Thu Aug 17 12:07:05 2017	1502989625	107	355	462	285
Thu Aug 17 12:07:05 2017	1502989625	107	355	462	285
Thu Aug 17 12:07:05 2017	1502989625	107	355	462	285
Thu Aug 17 12:07:05 2017	1502989625	107	355	462	279
Thu Aug 17 12:07:05 2017	1502989625	107	355	462	279
Thu Aug 17 12:07:05 2017	1502989625	107	355	462	279
Thu Aug 17 12:07:05 2017	1502989625	107	355	462	279
Thu Aug 17 12:06:56 2017	1502989616	52	413	466	402
Thu Aug 17 12:06:56 2017	1502989616	52	414	466	413
Thu Aug 17 12:06:56 2017	1502989616	52	414	466	402
Thu Aug 17 12:06:56 2017	1502989616	52	414	466	402
Thu Aug 17 12:06:56 2017	1502989616	52	414	466	402
Thu Aug 17 12:07:02 2017	1502989622	297	170	466	154
Thu Aug 17 12:07:02 2017	1502989622	297	170	467	154
Thu Aug 17 12:07:02 2017	1502989622	297	170	467	151
Thu Aug 17 12:06:56 2017	1502989616	65	404	469	356
Thu Aug 17 12:06:56 2017	1502989616	67	402	469	402
Thu Aug 17 12:06:56 2017	1502989616	67	402	469	402
Thu Aug 17 12:06:56 2017	1502989616	65	405	469	356
Thu Aug 17 12:06:56 2017	1502989616	65	405	469	404
Thu Aug 17 12:06:56 2017	1502989616	65	405	469	404
Thu Aug 17 12:06:51 2017	1502989611	136	343	479	309
Thu Aug 17 12:06:51 2017	1502989611	136	343	479	309
Thu Aug 17 12:06:51 2017	1502989611	136	343	479	309
Thu Aug 17 12:06:51 2017	1502989611	136	343	479	309
Thu Aug 17 12:06:51 2017	1502989611	136	343	479	309
Thu Aug 17 12:06:57 2017	1502989617	68	419	487	157
Thu Aug 17 12:06:57 2017	1502989617	68	419	487	157
Thu Aug 17 12:06:57 2017	1502989617	68	421	489	160
Thu Aug 17 12:06:51 2017	1502989611	149	347	496	314
Thu Aug 17 12:06:51 2017	1502989611	149	347	496	314
Thu Aug 17 12:06:51 2017	1502989611	149	347	496	314
Thu Aug 17 12:06:51 2017	1502989611	149	347	496	310
Thu Aug 17 12:06:51 2017	1502989611	149	348	496	310
Thu Aug 17 12:06:51 2017	1502989611	149	348	496	310
Thu Aug 17 12:06:51 2017	1502989611	149	348	496	310
Thu Aug 17 12:07:01 2017	1502989621	41	460	500	280
Thu Aug 17 12:07:01 2017	1502989621	41	459	500	263
Thu Aug 17 12:07:01 2017	1502989621	41	460	500	269
Thu Aug 17 12:07:01 2017	1502989621	41	460	500	272
Thu Aug 17 12:07:01 2017	1502989621	41	459	500	240
Thu Aug 17 12:07:01 2017	1502989621	41	460	500	263
Thu Aug 17 12:07:04 2017	1502989624	147	353	501	171
Thu Aug 17 12:06:59 2017	1502989619	202	301	503	284
Thu Aug 17 12:06:56 2017	1502989616	46	457	503	441
Thu Aug 17 12:06:56 2017	1502989616	52	452	504	413
Thu Aug 17 12:07:03 2017	1502989623	205	301	507	284
Thu Aug 17 12:06:56 2017	1502989616	52	457	509	441
Thu Aug 17 12:06:56 2017	1502989616	52	457	509	437
Thu Aug 17 12:06:56 2017	1502989616	52	457	509	437
Thu Aug 17 12:07:01 2017	1502989621	41	470	510	383
Thu Aug 17 12:07:01 2017	1502989621	41	470	510	383
Thu Aug 17 12:07:03 2017	1502989623	209	302	510	284
Thu Aug 17 12:07:03 2017	1502989623	209	302	510	284
Thu Aug 17 12:07:01 2017	1502989621	53	459	513	208
Thu Aug 17 12:07:01 2017	1502989621	53	460	513	240
Thu Aug 17 12:07:04 2017	1502989624	147	375	522	368
Thu Aug 17 12:07:04 2017	1502989624	147	375	522	368
Thu Aug 17 12:07:04 2017	1502989624	147	375	522	308
Thu Aug 17 12:07:03 2017	1502989623	239	284	523	284
Thu Aug 17 12:07:02 2017	1502989622	252	272	524	227
Thu Aug 17 12:07:02 2017	1502989622	252	272	524	227
Thu Aug 17 12:07:02 2017	1502989622	116	412	528	411
Thu Aug 17 12:07:02 2017	1502989622	116	413	528	411
Thu Aug 17 12:07:02 2017	1502989622	116	413	528	382
Thu Aug 17 12:07:02 2017	1502989622	116	413	528	411
Thu Aug 17 12:07:02 2017	1502989622	116	413	529	411
Thu Aug 17 12:07:02 2017	1502989622	116	413	529	377
Thu Aug 17 12:07:02 2017	1502989622	116	413	529	411
Thu Aug 17 12:07:02 2017	1502989622	116	413	529	411
Thu Aug 17 12:07:03 2017	1502989623	261	272	533	272
Thu Aug 17 12:07:03 2017	1502989623	261	272	533	272
Thu Aug 17 12:07:03 2017	1502989623	261	272	533	272
Thu Aug 17 12:07:03 2017	1502989623	239	302	541	284
Thu Aug 17 12:07:03 2017	1502989623	239	302	541	284
Thu Aug 17 12:07:03 2017	1502989623	239	302	541	284
Thu Aug 17 12:07:03 2017	1502989623	239	302	541	284
Thu Aug 17 12:07:03 2017	1502989623	239	302	541	284
Thu Aug 17 12:07:02 2017	1502989622	101	441	541	229
Thu Aug 17 12:07:02 2017	1502989622	100	441	541	230
Thu Aug 17 12:07:02 2017	1502989622	100	441	541	230
Thu Aug 17 12:07:02 2017	1502989622	101	441	542	349
Thu Aug 17 12:07:02 2017	1502989622	100	441	542	230
Thu Aug 17 12:07:02 2017	1502989622	101	441	542	229
Thu Aug 17 12:07:02 2017	1502989622	100	441	542	230
Thu Aug 17 12:07:02 2017	1502989622	252	290	542	227
Thu Aug 17 12:07:02 2017	1502989622	252	290	542	272
Thu Aug 17 12:07:02 2017	1502989622	252	290	542	272
Thu Aug 17 12:07:02 2017	1502989622	252	290	542	227
Thu Aug 17 12:07:02 2017	1502989622	252	290	542	272
Thu Aug 17 12:07:02 2017	1502989622	252	290	542	272
Thu Aug 17 12:07:02 2017	1502989622	252	290	542	227
Thu Aug 17 12:07:03 2017	1502989623	270	273	543	273
Thu Aug 17 12:07:03 2017	1502989623	270	273	543	263
Thu Aug 17 12:07:03 2017	1502989623	270	273	543	263
Thu Aug 17 12:07:03 2017	1502989623	270	273	543	263
Thu Aug 17 12:07:03 2017	1502989623	270	273	543	273
Thu Aug 17 12:07:03 2017	1502989623	270	273	543	263
Thu Aug 17 12:07:03 2017	1502989623	270	273	543	263
Thu Aug 17 12:06:51 2017	1502989611	207	343	550	296
Thu Aug 17 12:06:59 2017	1502989619	326	224	550	224
Thu Aug 17 12:06:52 2017	1502989612	220	332	552	219
Thu Aug 17 12:06:52 2017	1502989612	220	332	552	219
Thu Aug 17 12:06:52 2017	1502989612	220	332	552	219
Thu Aug 17 12:06:52 2017	1502989612	220	332	552	219
Thu Aug 17 12:07:03 2017	1502989623	270	284	554	273
Thu Aug 17 12:07:03 2017	1502989623	270	284	554	273
Thu Aug 17 12:07:03 2017	1502989623	270	284	554	273
Thu Aug 17 12:07:03 2017	1502989623	270	284	554	284
Thu Aug 17 12:07:03 2017	1502989623	270	284	554	273
Thu Aug 17 12:07:04 2017	1502989624	147	409	556	308
Thu Aug 17 12:07:04 2017	1502989624	147	413	560	308
Thu Aug 17 12:07:04 2017	1502989624	147	413	560	308
Thu Aug 17 12:07:04 2017	1502989624	147	413	560	308
Thu Aug 17 12:07:04 2017	1502989624	147	413	560	308
Thu Aug 17 12:07:04 2017	1502989624	147	413	560	308
Thu Aug 17 12:07:04 2017	1502989624	147	413	560	308
Thu Aug 17 12:07:04 2017	1502989624	147	413	560	308
Thu Aug 17 12:07:04 2017	1502989624	147	413	560	308
Thu Aug 17 12:07:04 2017	1502989624	142	418	560	314
Thu Aug 17 12:06:48 2017	1502989608	508	57	565	43
Thu Aug 17 12:06:59 2017	1502989619	317	256	573	254
Thu Aug 17 12:07:04 2017	1502989624	128	450	578	328
Thu Aug 17 12:06:59 2017	1502989619	306	272	578	264
Thu Aug 17 12:06:59 2017	1502989619	306	272	579	264
Thu Aug 17 12:06:59 2017	1502989619	306	272	579	264
Thu Aug 17 12:06:59 2017	1502989619	306	272	579	264
Thu Aug 17 12:06:59 2017	1502989619	306	273	580	272
Thu Aug 17 12:06:59 2017	1502989619	324	256	580	254
Thu Aug 17 12:06:59 2017	1502989619	306	274	580	272
Thu Aug 17 12:06:59 2017	1502989619	324	256	580	254
Thu Aug 17 12:06:59 2017	1502989619	284	302	586	241
Thu Aug 17 12:06:59 2017	1502989619	224	361	586	361
Thu Aug 17 12:06:59 2017	1502989619	224	362	586	361
Thu Aug 17 12:06:59 2017	1502989619	222	365	586	364
Thu Aug 17 12:06:59 2017	1502989619	220	366	586	366
Thu Aug 17 12:06:59 2017	1502989619	220	366	586	366
Thu Aug 17 12:07:03 2017	1502989623	256	332	588	235
Thu Aug 17 12:07:04 2017	1502989624	134	465	598	329
Thu Aug 17 12:07:04 2017	1502989624	202	400	602	388
Thu Aug 17 12:07:04 2017	1502989624	202	400	602	355
Thu Aug 17 12:07:04 2017	1502989624	202	400	602	388
Thu Aug 17 12:06:59 2017	1502989619	250	366	616	366
Thu Aug 17 12:06:59 2017	1502989619	250	366	616	366
Thu Aug 17 12:06:59 2017	1502989619	377	251	628	242
Thu Aug 17 12:06:58 2017	1502989618	174	456	630	242
Thu Aug 17 12:06:58 2017	1502989618	177	453	630	239
Thu Aug 17 12:06:58 2017	1502989618	171	459	630	235
Thu Aug 17 12:06:58 2017	1502989618	171	459	630	235
Thu Aug 17 12:06:58 2017	1502989618	146	484	630	248
Thu Aug 17 12:06:58 2017	1502989618	171	459	630	235
Thu Aug 17 12:06:58 2017	1502989618	146	484	630	248
Thu Aug 17 12:06:58 2017	1502989618	171	459	630	235
Thu Aug 17 12:06:58 2017	1502989618	152	478	630	254
Thu Aug 17 12:06:58 2017	1502989618	146	484	630	248
Thu Aug 17 12:06:58 2017	1502989618	146	484	630	248
Thu Aug 17 12:06:58 2017	1502989618	146	484	630	248
Thu Aug 17 12:06:58 2017	1502989618	146	484	630	248
Thu Aug 17 12:06:58 2017	1502989618	146	484	630	248
Thu Aug 17 12:06:58 2017	1502989618	146	484	630	248
Thu Aug 17 12:06:59 2017	1502989619	334	299	633	230
Thu Aug 17 12:06:59 2017	1502989619	334	299	633	241
Thu Aug 17 12:06:59 2017	1502989619	314	319	633	250
Thu Aug 17 12:06:58 2017	1502989618	241	393	634	392
Thu Aug 17 12:07:03 2017	1502989623	177	457	634	451
Thu Aug 17 12:07:03 2017	1502989623	177	457	634	451
Thu Aug 17 12:06:58 2017	1502989618	225	409	634	408
Thu Aug 17 12:07:03 2017	1502989623	175	459	634	452
Thu Aug 17 12:07:03 2017	1502989623	175	459	634	452
Thu Aug 17 12:07:03 2017	1502989623	175	459	634	452
Thu Aug 17 12:07:03 2017	1502989623	175	459	634	449
Thu Aug 17 12:07:03 2017	1502989623	175	459	634	452
Thu Aug 17 12:07:03 2017	1502989623	175	459	634	449
Thu Aug 17 12:06:59 2017	1502989619	393	244	638	236
Thu Aug 17 12:06:59 2017	1502989619	393	249	642	242
Thu Aug 17 12:06:59 2017	1502989619	393	249	642	242
Thu Aug 17 12:07:03 2017	1502989623	193	459	652	449
Thu Aug 17 12:07:03 2017	1502989623	193	459	652	449
Thu Aug 17 12:07:03 2017	1502989623	193	459	652	449
Thu Aug 17 12:07:03 2017	1502989623	193	459	652	449
Thu Aug 17 12:07:03 2017	1502989623	193	459	652	449
Thu Aug 17 12:07:03 2017	1502989623	193	459	652	449
Thu Aug 17 12:06:59 2017	1502989619	334	321	655	298
Thu Aug 17 12:06:59 2017	1502989619	339	317	656	294
Thu Aug 17 12:06:59 2017	1502989619	353	302	656	302
Thu Aug 17 12:07:01 2017	1502989621	37	623	660	402
Thu Aug 17 12:07:01 2017	1502989621	37	623	660	402
Thu Aug 17 12:07:03 2017	1502989623	204	456	660	435
Thu Aug 17 12:07:03 2017	1502989623	204	456	660	435
Thu Aug 17 12:07:03 2017	1502989623	204	456	660	435
Thu Aug 17 12:07:03 2017	1502989623	204	456	660	433
Thu Aug 17 12:06:59 2017	1502989619	353	307	661	302
Thu Aug 17 12:06:59 2017	1502989619	353	307	661	302
Thu Aug 17 12:06:59 2017	1502989619	353	307	661	302
Thu Aug 17 12:06:59 2017	1502989619	353	307	661	302
Thu Aug 17 12:07:03 2017	1502989623	204	459	663	449
Thu Aug 17 12:07:03 2017	1502989623	204	462	666	449
Thu Aug 17 12:06:59 2017	1502989619	353	313	666	307
Thu Aug 17 12:07:03 2017	1502989623	204	462	666	449
Thu Aug 17 12:07:03 2017	1502989623	214	453	667	352
Thu Aug 17 12:06:58 2017	1502989618	183	484	667	248
Thu Aug 17 12:07:03 2017	1502989623	214	453	667	352
Thu Aug 17 12:07:04 2017	1502989624	247	420	667	351
Thu Aug 17 12:07:03 2017	1502989623	214	456	670	431
Thu Aug 17 12:07:01 2017	1502989621	51	623	674	402
Thu Aug 17 12:07:03 2017	1502989623	324	353	677	172
Thu Aug 17 12:06:59 2017	1502989619	353	338	691	313
Thu Aug 17 12:06:59 2017	1502989619	353	338	691	313
Thu Aug 17 12:06:59 2017	1502989619	354	337	691	312
Thu Aug 17 12:06:59 2017	1502989619	353	338	691	313
Thu Aug 17 12:06:59 2017	1502989619	353	338	691	313
Thu Aug 17 12:06:59 2017	1502989619	353	338	691	313
Thu Aug 17 12:06:58 2017	1502989618	214	484	698	248
Thu Aug 17 12:07:01 2017	1502989621	511	194	705	180
Thu Aug 17 12:06:58 2017	1502989618	227	484	710	242
Thu Aug 17 12:06:59 2017	1502989619	377	341	718	339
Thu Aug 17 12:06:59 2017	1502989619	377	341	718	339
Thu Aug 17 12:07:01 2017	1502989621	45	674	719	453
Thu Aug 17 12:07:01 2017	1502989621	45	674	719	453
Thu Aug 17 12:06:59 2017	1502989619	354	366	720	366
Thu Aug 17 12:06:59 2017	1502989619	354	366	720	337
Thu Aug 17 12:07:01 2017	1502989621	41	680	720	416
Thu Aug 17 12:07:01 2017	1502989621	527	194	721	180
Thu Aug 17 12:07:01 2017	1502989621	41	680	721	383
Thu Aug 17 12:07:01 2017	1502989621	41	680	721	416
Thu Aug 17 12:07:01 2017	1502989621	527	194	721	180
Thu Aug 17 12:07:01 2017	1502989621	527	194	721	180
Thu Aug 17 12:07:01 2017	1502989621	527	194	721	180
Thu Aug 17 12:07:01 2017	1502989621	41	681	721	459
Thu Aug 17 12:07:01 2017	1502989621	41	681	721	453
Thu Aug 17 12:07:01 2017	1502989621	41	681	721	453
Thu Aug 17 12:06:59 2017	1502989619	354	374	728	337
Thu Aug 17 12:06:59 2017	1502989619	354	374	728	337
Thu Aug 17 12:06:59 2017	1502989619	354	374	728	337
Thu Aug 17 12:06:59 2017	1502989619	354	374	728	337
Thu Aug 17 12:06:58 2017	1502989618	249	484	733	241
Thu Aug 17 12:06:58 2017	1502989618	152	582	734	254
Thu Aug 17 12:06:58 2017	1502989618	152	582	734	254
Thu Aug 17 12:06:58 2017	1502989618	260	484	744	242
Thu Aug 17 12:07:01 2017	1502989621	552	194	746	178
Thu Aug 17 12:07:01 2017	1502989621	540	206	746	190
Thu Aug 17 12:07:03 2017	1502989623	257	498	755	224
Thu Aug 17 12:07:04 2017	1502989624	144	619	762	375
Thu Aug 17 12:06:58 2017	1502989618	152	612	764	247
Thu Aug 17 12:07:04 2017	1502989624	162	602	764	533
Thu Aug 17 12:06:58 2017	1502989618	146	618	764	253
Thu Aug 17 12:07:04 2017	1502989624	162	602	764	533
Thu Aug 17 12:06:58 2017	1502989618	146	618	764	253
Thu Aug 17 12:06:58 2017	1502989618	146	618	764	253
Thu Aug 17 12:06:58 2017	1502989618	146	618	764	253
Thu Aug 17 12:07:04 2017	1502989624	165	602	767	533
Thu Aug 17 12:07:04 2017	1502989624	141	626	767	450
Thu Aug 17 12:07:04 2017	1502989624	165	602	767	533
Thu Aug 17 12:07:04 2017	1502989624	165	602	767	533
Thu Aug 17 12:07:04 2017	1502989624	141	626	767	454
Thu Aug 17 12:07:04 2017	1502989624	141	626	767	454
Thu Aug 17 12:07:04 2017	1502989624	141	626	767	454
Thu Aug 17 12:07:04 2017	1502989624	141	626	767	454
Thu Aug 17 12:07:04 2017	1502989624	141	626	767	454
Thu Aug 17 12:07:04 2017	1502989624	144	626	770	450
Thu Aug 17 12:07:04 2017	1502989624	144	626	770	450
Thu Aug 17 12:07:04 2017	1502989624	144	626	770	444
Thu Aug 17 12:07:04 2017	1502989624	144	626	770	444
Thu Aug 17 12:07:04 2017	1502989624	141	630	771	454
Thu Aug 17 12:07:04 2017	1502989624	141	630	771	450
Thu Aug 17 12:07:04 2017	1502989624	141	630	771	450
Thu Aug 17 12:07:04 2017	1502989624	141	630	771	450
Thu Aug 17 12:06:58 2017	1502989618	183	596	779	347
Thu Aug 17 12:06:58 2017	1502989618	370	409	779	394
Thu Aug 17 12:06:58 2017	1502989618	370	409	779	394
Thu Aug 17 12:06:58 2017	1502989618	370	409	779	402
Thu Aug 17 12:06:58 2017	1502989618	370	409	779	402
Thu Aug 17 12:06:58 2017	1502989618	370	409	779	403
Thu Aug 17 12:06:58 2017	1502989618	183	626	809	440
Thu Aug 17 12:07:03 2017	1502989623	398	414	812	180
Thu Aug 17 12:07:03 2017	1502989623	257	556	812	300
Thu Aug 17 12:07:03 2017	1502989623	380	433	812	198
Thu Aug 17 12:07:03 2017	1502989623	334	478	812	243
Thu Aug 17 12:07:03 2017	1502989623	274	538	812	303
Thu Aug 17 12:07:03 2017	1502989623	274	594	868	303
Thu Aug 17 12:07:03 2017	1502989623	447	438	886	155
Thu Aug 17 12:07:04 2017	1502989624	165	729	894	430
Thu Aug 17 12:07:04 2017	1502989624	141	753	894	553
Thu Aug 17 12:07:03 2017	1502989623	402	493	895	176
Thu Aug 17 12:07:03 2017	1502989623	446	453	899	305
Thu Aug 17 12:07:03 2017	1502989623	444	455	899	207
Thu Aug 17 12:07:03 2017	1502989623	446	453	899	305
Thu Aug 17 12:07:03 2017	1502989623	446	453	899	352
Thu Aug 17 12:07:03 2017	1502989623	444	455	899	207
Thu Aug 17 12:07:03 2017	1502989623	446	453	899	352
Thu Aug 17 12:07:03 2017	1502989623	446	453	899	352
Thu Aug 17 12:07:03 2017	1502989623	444	455	899	207
Thu Aug 17 12:07:03 2017	1502989623	444	455	899	207
Thu Aug 17 12:07:03 2017	1502989623	444	455	899	207
Thu Aug 17 12:07:03 2017	1502989623	444	455	899	207
Thu Aug 17 12:07:03 2017	1502989623	447	455	902	155
Thu Aug 17 12:06:59 2017	1502989619	283	677	959	676
Thu Aug 17 12:06:59 2017	1502989619	260	704	964	704
Thu Aug 17 12:07:01 2017	1502989621	763	207	969	190
Thu Aug 17 12:06:57 2017	1502989617	261	725	986	724
Thu Aug 17 12:06:57 2017	1502989617	261	725	986	721
Thu Aug 17 12:06:57 2017	1502989617	261	725	986	721
Thu Aug 17 12:06:59 2017	1502989619	273	714	987	634
Thu Aug 17 12:06:59 2017	1502989619	273	714	987	634
Thu Aug 17 12:06:59 2017	1502989619	274	714	987	634
Thu Aug 17 12:07:01 2017	1502989621	803	195	998	186
Thu Aug 17 12:07:01 2017	1502989621	803	195	998	186
Thu Aug 17 12:07:03 2017	1502989623	446	559	1005	305
Thu Aug 17 12:06:57 2017	1502989617	303	725	1028	715
Thu Aug 17 12:06:57 2017	1502989617	303	725	1028	715
Thu Aug 17 12:06:57 2017	1502989617	303	725	1028	721
Thu Aug 17 12:06:57 2017	1502989617	303	725	1028	715
Thu Aug 17 12:06:57 2017	1502989617	118	913	1032	352
Thu Aug 17 12:06:59 2017	1502989619	260	775	1035	651
Thu Aug 17 12:06:59 2017	1502989619	261	775	1036	643
Thu Aug 17 12:06:57 2017	1502989617	118	925	1043	352
Thu Aug 17 12:06:57 2017	1502989617	118	947	1066	352
Thu Aug 17 12:07:00 2017	1502989620	874	195	1069	186
Thu Aug 17 12:07:00 2017	1502989620	874	196	1069	186
Thu Aug 17 12:07:00 2017	1502989620	865	204	1069	195
Thu Aug 17 12:07:00 2017	1502989620	874	196	1069	186
Thu Aug 17 12:07:00 2017	1502989620	865	204	1069	195
Thu Aug 17 12:06:59 2017	1502989619	635	438	1072	325
Thu Aug 17 12:07:03 2017	1502989623	446	628	1074	205
Thu Aug 17 12:07:03 2017	1502989623	446	628	1074	305
Thu Aug 17 12:07:03 2017	1502989623	446	629	1074	305
Thu Aug 17 12:06:57 2017	1502989617	118	960	1079	352
Thu Aug 17 12:06:58 2017	1502989618	310	775	1085	775
Thu Aug 17 12:06:57 2017	1502989617	74	1026	1100	1015
Thu Aug 17 12:06:57 2017	1502989617	74	1026	1100	1008
Thu Aug 17 12:06:57 2017	1502989617	74	1026	1100	1008
Thu Aug 17 12:06:57 2017	1502989617	83	1025	1108	1008
Thu Aug 17 12:06:57 2017	1502989617	83	1025	1108	1007
Thu Aug 17 12:06:57 2017	1502989617	83	1025	1108	1008
Thu Aug 17 12:06:57 2017	1502989617	83	1026	1108	1008
Thu Aug 17 12:06:57 2017	1502989617	81	1027	1108	1009
Thu Aug 17 12:06:57 2017	1502989617	81	1027	1108	1009
Thu Aug 17 12:06:57 2017	1502989617	80	1028	1108	994
Thu Aug 17 12:06:57 2017	1502989617	83	1026	1108	1008
Thu Aug 17 12:06:57 2017	1502989617	82	1027	1108	1009
Thu Aug 17 12:06:57 2017	1502989617	82	1027	1108	1009
Thu Aug 17 12:06:57 2017	1502989617	81	1028	1108	1010
Thu Aug 17 12:06:57 2017	1502989617	118	991	1110	303
Thu Aug 17 12:06:57 2017	1502989617	84	1027	1112	888
Thu Aug 17 12:06:57 2017	1502989617	89	1027	1116	850
Thu Aug 17 12:06:57 2017	1502989617	91	1028	1119	772
Thu Aug 17 12:06:57 2017	1502989617	91	1028	1119	772
Thu Aug 17 12:06:57 2017	1502989617	91	1028	1119	766
Thu Aug 17 12:06:57 2017	1502989617	91	1028	1119	766
Thu Aug 17 12:06:57 2017	1502989617	91	1028	1119	766
Thu Aug 17 12:06:57 2017	1502989617	118	1028	1146	766
Thu Aug 17 12:06:57 2017	1502989617	118	1028	1146	766
Thu Aug 17 12:06:58 2017	1502989618	183	965	1148	348
Thu Aug 17 12:06:57 2017	1502989617	48	1108	1156	122
Thu Aug 17 12:06:17 2017	1502989577	424	756	1180	756
Thu Aug 17 12:06:17 2017	1502989577	424	756	1180	756
