starttime	seconds	ctime	dtime	ttime	wait
Thu Aug 17 12:06:54 2017	1502989614	12	368	380	272
Thu Aug 17 12:06:53 2017	1502989613	72	309	380	293
Thu Aug 17 12:06:53 2017	1502989613	72	309	380	293
Thu Aug 17 12:06:53 2017	1502989613	72	309	380	293
Thu Aug 17 12:06:53 2017	1502989613	71	310	380	294
Thu Aug 17 12:06:53 2017	1502989613	38	343	380	327
Thu Aug 17 12:07:02 2017	1502989622	216	164	381	155
Thu Aug 17 12:06:53 2017	1502989613	34	347	382	328
Thu Aug 17 12:06:53 2017	1502989613	34	347	382	326
Thu Aug 17 12:06:53 2017	1502989613	76	309	384	282
Thu Aug 17 12:07:05 2017	1502989625	107	279	386	196
Thu Aug 17 12:07:05 2017	1502989625	107	279	386	196
Thu Aug 17 12:07:05 2017	1502989625	107	279	386	193
Thu Aug 17 12:07:05 2017	1502989625	107	279	386	193
Thu Aug 17 12:07:04 2017	1502989624	37	350	387	172
Thu Aug 17 12:06:53 2017	1502989613	73	314	387	287
Thu Aug 17 12:06:56 2017	1502989616	67	320	387	309
Thu Aug 17 12:06:52 2017	1502989612	81	307	388	138
Thu Aug 17 12:06:56 2017	1502989616	53	336	389	324
Thu Aug 17 12:06:52 2017	1502989612	81	309	389	122
Thu Aug 17 12:06:54 2017	1502989614	19	371	390	275
Thu Aug 17 12:06:54 2017	1502989614	19	371	390	275
Thu Aug 17 12:06:54 2017	1502989614	19	371	390	258
Thu Aug 17 12:07:05 2017	1502989625	107	285	392	193
Thu Aug 17 12:06:56 2017	1502989616	73	319	392	303
Thu Aug 17 12:06:56 2017	1502989616	67	325	392	309
Thu Aug 17 12:07:05 2017	1502989625	107	285	392	193
Thu Aug 17 12:07:05 2017	1502989625	107	285	392	218
Thu Aug 17 12:07:05 2017	1502989625	107	285	392	218
Thu Aug 17 12:07:05 2017	1502989625	107	285	392	218
Thu Aug 17 12:07:05 2017	1502989625	107	285	392	218
Thu Aug 17 12:07:05 2017	1502989625	107	285	392	218
Thu Aug 17 12:07:02 2017	1502989622	76	317	393	289
Thu Aug 17 12:07:02 2017	1502989622	76	320	396	289
Thu Aug 17 12:07:02 2017	1502989622	76	320	396	289
Thu Aug 17 12:06:53 2017	1502989613	72	324	396	293
Thu Aug 17 12:06:53 2017	1502989613	72	324	396	293
Thu Aug 17 12:06:53 2017	1502989613	72	324	396	293
Thu Aug 17 12:06:53 2017	1502989613	72	324	396	293
Thu Aug 17 12:06:52 2017	1502989612	91	309	400	122
Thu Aug 17 12:06:52 2017	1502989612	91	309	400	122
Thu Aug 17 12:07:02 2017	1502989622	217	188	405	155
Thu Aug 17 12:06:56 2017	1502989616	65	347	413	166
Thu Aug 17 12:07:04 2017	1502989624	93	320	414	172
Thu Aug 17 12:07:04 2017	1502989624	93	320	414	172
Thu Aug 17 12:07:04 2017	1502989624	93	320	414	168
Thu Aug 17 12:07:04 2017	1502989624	213	201	414	135
Thu Aug 17 12:07:04 2017	1502989624	217	197	415	133
Thu Aug 17 12:07:02 2017	1502989622	226	188	415	156
Thu Aug 17 12:07:02 2017	1502989622	226	189	415	156
Thu Aug 17 12:07:02 2017	1502989622	226	189	415	151
Thu Aug 17 12:07:02 2017	1502989622	226	189	415	151
Thu Aug 17 12:07:02 2017	1502989622	226	189	415	151
Thu Aug 17 12:07:02 2017	1502989622	226	189	415	151
Thu Aug 17 12:07:02 2017	1502989622	226	189	415	151
