starttime	seconds	ctime	dtime	ttime	wait
Thu Aug 17 12:02:49 2017	1502989369	497	669	1166	669
Thu Aug 17 12:03:00 2017	1502989380	103	1066	1169	928
Thu Aug 17 12:02:51 2017	1502989371	93	1079	1172	1079
Thu Aug 17 12:02:51 2017	1502989371	93	1079	1172	1079
Thu Aug 17 12:02:51 2017	1502989371	94	1079	1173	1079
Thu Aug 17 12:02:49 2017	1502989369	505	669	1174	669
Thu Aug 17 12:02:49 2017	1502989369	505	669	1174	655
Thu Aug 17 12:02:49 2017	1502989369	505	669	1174	655
Thu Aug 17 12:02:49 2017	1502989369	505	669	1174	655
Thu Aug 17 12:02:56 2017	1502989376	306	870	1176	870
Thu Aug 17 12:02:56 2017	1502989376	306	870	1176	870
Thu Aug 17 12:02:35 2017	1502989355	855	323	1179	323
Thu Aug 17 12:02:35 2017	1502989355	868	310	1179	310
Thu Aug 17 12:02:35 2017	1502989355	855	323	1179	323
Thu Aug 17 12:02:51 2017	1502989371	104	1079	1183	1043
Thu Aug 17 12:02:51 2017	1502989371	104	1079	1183	1068
Thu Aug 17 12:02:51 2017	1502989371	104	1079	1183	1079
Thu Aug 17 12:02:35 2017	1502989355	862	323	1185	323
Thu Aug 17 12:02:35 2017	1502989355	862	323	1185	323
Thu Aug 17 12:02:35 2017	1502989355	862	323	1185	323
Thu Aug 17 12:02:35 2017	1502989355	862	323	1185	323
Thu Aug 17 12:02:51 2017	1502989371	131	1062	1193	988
Thu Aug 17 12:03:00 2017	1502989380	103	1098	1201	1098
Thu Aug 17 12:02:35 2017	1502989355	880	323	1203	323
Thu Aug 17 12:02:56 2017	1502989376	240	974	1214	974
Thu Aug 17 12:02:56 2017	1502989376	241	974	1215	937
Thu Aug 17 12:02:56 2017	1502989376	240	974	1215	974
Thu Aug 17 12:02:56 2017	1502989376	240	974	1215	974
Thu Aug 17 12:02:56 2017	1502989376	240	975	1215	974
Thu Aug 17 12:02:53 2017	1502989373	590	634	1224	634
Thu Aug 17 12:02:53 2017	1502989373	590	634	1224	634
Thu Aug 17 12:02:53 2017	1502989373	590	634	1224	634
Thu Aug 17 12:02:53 2017	1502989373	590	634	1224	634
Thu Aug 17 12:02:53 2017	1502989373	590	634	1224	634
Thu Aug 17 12:02:53 2017	1502989373	590	634	1224	634
Thu Aug 17 12:02:53 2017	1502989373	590	634	1224	634
Thu Aug 17 12:02:53 2017	1502989373	590	634	1224	634
Thu Aug 17 12:02:56 2017	1502989376	278	974	1252	937
Thu Aug 17 12:02:52 2017	1502989372	644	643	1287	635
Thu Aug 17 12:02:52 2017	1502989372	644	643	1287	643
Thu Aug 17 12:02:52 2017	1502989372	644	643	1287	643
Thu Aug 17 12:02:52 2017	1502989372	644	643	1287	635
Thu Aug 17 12:02:52 2017	1502989372	644	645	1289	643
Thu Aug 17 12:02:52 2017	1502989372	644	645	1289	645
Thu Aug 17 12:02:52 2017	1502989372	644	645	1289	645
Thu Aug 17 12:02:52 2017	1502989372	644	645	1289	643
Thu Aug 17 12:02:52 2017	1502989372	644	645	1289	645
Thu Aug 17 12:02:52 2017	1502989372	644	645	1289	645
Thu Aug 17 12:02:57 2017	1502989377	744	547	1291	547
Thu Aug 17 12:02:47 2017	1502989367	515	777	1292	473
Thu Aug 17 12:02:47 2017	1502989367	515	777	1292	777
Thu Aug 17 12:02:47 2017	1502989367	515	777	1292	777
Thu Aug 17 12:02:47 2017	1502989367	338	954	1292	646
Thu Aug 17 12:02:47 2017	1502989367	230	1063	1294	1063
Thu Aug 17 12:02:47 2017	1502989367	230	1063	1294	639
Thu Aug 17 12:02:52 2017	1502989372	661	635	1295	635
Thu Aug 17 12:03:00 2017	1502989380	103	1223	1326	1222
Thu Aug 17 12:02:56 2017	1502989376	273	1083	1356	1083
Thu Aug 17 12:02:56 2017	1502989376	283	1073	1356	1073
Thu Aug 17 12:02:56 2017	1502989376	213	1142	1356	1142
Thu Aug 17 12:02:56 2017	1502989376	214	1142	1356	1142
Thu Aug 17 12:02:56 2017	1502989376	240	1126	1366	1125
Thu Aug 17 12:02:56 2017	1502989376	240	1125	1366	975
Thu Aug 17 12:02:56 2017	1502989376	240	1126	1366	975
Thu Aug 17 12:02:56 2017	1502989376	240	1126	1366	975
Thu Aug 17 12:02:56 2017	1502989376	240	1134	1374	1126
Thu Aug 17 12:02:56 2017	1502989376	240	1134	1375	1134
Thu Aug 17 12:02:56 2017	1502989376	240	1134	1375	1134
Thu Aug 17 12:02:56 2017	1502989376	240	1134	1375	1134
Thu Aug 17 12:02:52 2017	1502989372	744	635	1379	635
Thu Aug 17 12:02:56 2017	1502989376	240	1142	1383	1134
Thu Aug 17 12:02:56 2017	1502989376	240	1142	1383	1142
Thu Aug 17 12:02:56 2017	1502989376	240	1142	1383	1142
Thu Aug 17 12:02:56 2017	1502989376	240	1142	1383	1142
Thu Aug 17 12:02:56 2017	1502989376	240	1142	1383	1142
Thu Aug 17 12:02:56 2017	1502989376	240	1142	1383	1142
Thu Aug 17 12:02:56 2017	1502989376	306	1081	1387	1081
Thu Aug 17 12:02:56 2017	1502989376	306	1081	1387	1081
Thu Aug 17 12:02:56 2017	1502989376	306	1081	1388	1081
Thu Aug 17 12:02:56 2017	1502989376	306	1096	1402	1096
Thu Aug 17 12:02:51 2017	1502989371	810	594	1405	594
Thu Aug 17 12:02:51 2017	1502989371	810	594	1405	594
Thu Aug 17 12:02:51 2017	1502989371	810	594	1405	594
Thu Aug 17 12:02:51 2017	1502989371	811	594	1405	594
Thu Aug 17 12:02:51 2017	1502989371	811	594	1405	594
Thu Aug 17 12:02:51 2017	1502989371	811	594	1405	594
Thu Aug 17 12:02:51 2017	1502989371	811	594	1405	594
Thu Aug 17 12:02:51 2017	1502989371	836	594	1430	594
Thu Aug 17 12:02:52 2017	1502989372	799	635	1433	634
Thu Aug 17 12:02:56 2017	1502989376	411	1029	1441	978
Thu Aug 17 12:02:56 2017	1502989376	410	1032	1442	1032
Thu Aug 17 12:02:56 2017	1502989376	410	1032	1442	1032
Thu Aug 17 12:02:56 2017	1502989376	411	1032	1443	1032
Thu Aug 17 12:02:56 2017	1502989376	411	1032	1443	1029
Thu Aug 17 12:02:56 2017	1502989376	411	1032	1443	1032
Thu Aug 17 12:02:56 2017	1502989376	411	1032	1443	1032
Thu Aug 17 12:02:35 2017	1502989355	1123	323	1447	323
Thu Aug 17 12:02:35 2017	1502989355	1124	323	1447	323
Thu Aug 17 12:02:51 2017	1502989371	810	725	1535	594
Thu Aug 17 12:02:51 2017	1502989371	828	740	1568	561
Thu Aug 17 12:02:51 2017	1502989371	828	743	1571	743
Thu Aug 17 12:02:51 2017	1502989371	828	743	1571	740
Thu Aug 17 12:02:51 2017	1502989371	828	743	1571	743
Thu Aug 17 12:02:51 2017	1502989371	828	743	1571	743
Thu Aug 17 12:02:51 2017	1502989371	828	743	1571	743
Thu Aug 17 12:02:51 2017	1502989371	828	743	1571	743
Thu Aug 17 12:02:51 2017	1502989371	828	743	1571	740
Thu Aug 17 12:02:51 2017	1502989371	828	743	1571	743
Thu Aug 17 12:02:51 2017	1502989371	1037	543	1580	543
Thu Aug 17 12:02:51 2017	1502989371	844	740	1583	740
Thu Aug 17 12:02:51 2017	1502989371	810	773	1583	594
Thu Aug 17 12:02:51 2017	1502989371	844	740	1583	740
Thu Aug 17 12:02:51 2017	1502989371	810	773	1583	773
Thu Aug 17 12:02:51 2017	1502989371	1334	263	1597	263
Thu Aug 17 12:02:52 2017	1502989372	969	635	1603	634
Thu Aug 17 12:02:47 2017	1502989367	230	1483	1713	755
Thu Aug 17 12:03:00 2017	1502989380	103	1654	1758	1648
Thu Aug 17 12:02:28 2017	1502989348	207	1584	1791	1557
Thu Aug 17 12:02:28 2017	1502989348	208	1635	1843	1613
Thu Aug 17 12:02:28 2017	1502989348	209	1638	1847	1636
Thu Aug 17 12:02:28 2017	1502989348	212	1638	1851	1638
Thu Aug 17 12:02:28 2017	1502989348	212	1639	1851	1638
Thu Aug 17 12:02:28 2017	1502989348	213	1637	1851	1637
Thu Aug 17 12:02:28 2017	1502989348	217	1634	1852	1633
Thu Aug 17 12:02:28 2017	1502989348	222	1630	1853	1630
Thu Aug 17 12:02:51 2017	1502989371	131	1723	1853	959
Thu Aug 17 12:02:51 2017	1502989371	131	1723	1854	819
Thu Aug 17 12:02:34 2017	1502989354	1033	890	1923	884
Thu Aug 17 12:02:34 2017	1502989354	1712	212	1923	212
Thu Aug 17 12:02:41 2017	1502989361	258	1694	1952	563
Thu Aug 17 12:02:51 2017	1502989371	1322	634	1956	634
Thu Aug 17 12:02:51 2017	1502989371	1322	634	1956	634
Thu Aug 17 12:02:51 2017	1502989371	1322	635	1956	634
Thu Aug 17 12:02:51 2017	1502989371	1314	644	1958	263
Thu Aug 17 12:02:51 2017	1502989371	1314	644	1958	263
Thu Aug 17 12:02:51 2017	1502989371	1314	644	1958	644
Thu Aug 17 12:02:51 2017	1502989371	1323	635	1958	634
Thu Aug 17 12:02:51 2017	1502989371	1558	441	1999	441
Thu Aug 17 12:02:51 2017	1502989371	1559	441	2000	441
Thu Aug 17 12:02:51 2017	1502989371	1580	441	2020	441
Thu Aug 17 12:02:34 2017	1502989354	493	1692	2185	1692
Thu Aug 17 12:02:34 2017	1502989354	497	1692	2190	1692
Thu Aug 17 12:02:34 2017	1502989354	497	1692	2190	1692
Thu Aug 17 12:02:56 2017	1502989376	321	1924	2245	555
Thu Aug 17 12:02:56 2017	1502989376	312	1975	2287	1975
Thu Aug 17 12:02:56 2017	1502989376	312	1975	2287	1975
Thu Aug 17 12:02:56 2017	1502989376	312	1975	2287	1975
Thu Aug 17 12:02:56 2017	1502989376	312	1975	2287	1975
Thu Aug 17 12:02:56 2017	1502989376	321	1975	2296	1975
Thu Aug 17 12:02:56 2017	1502989376	321	1975	2296	1975
Thu Aug 17 12:02:56 2017	1502989376	306	2401	2707	2401
Thu Aug 17 12:02:56 2017	1502989376	306	2401	2707	2401
Thu Aug 17 12:02:56 2017	1502989376	307	2401	2707	2401
Thu Aug 17 12:02:33 2017	1502989353	975	1758	2734	1758
Thu Aug 17 12:02:56 2017	1502989376	306	2443	2749	2443
Thu Aug 17 12:02:33 2017	1502989353	970	1914	2884	1902
Thu Aug 17 12:02:33 2017	1502989353	1024	1923	2948	1712
Thu Aug 17 12:02:33 2017	1502989353	1100	1923	3024	1712
Thu Aug 17 12:02:32 2017	1502989352	2495	1027	3522	1009
Thu Aug 17 12:02:56 2017	1502989376	321	3411	3732	1704
Thu Aug 17 12:02:32 2017	1502989352	2428	1483	3911	1483
Thu Aug 17 12:02:32 2017	1502989352	2150	1976	4126	864
Thu Aug 17 12:02:32 2017	1502989352	2175	1951	4126	1002
Thu Aug 17 12:02:28 2017	1502989348	143	3993	4136	2039
Thu Aug 17 12:02:28 2017	1502989348	147	3989	4136	2179
Thu Aug 17 12:02:28 2017	1502989348	125	4078	4203	1728
Thu Aug 17 12:02:28 2017	1502989348	203	4016	4218	4015
Thu Aug 17 12:02:28 2017	1502989348	201	4017	4218	4017
Thu Aug 17 12:02:28 2017	1502989348	198	4021	4218	4021
Thu Aug 17 12:02:28 2017	1502989348	200	4019	4218	4018
Thu Aug 17 12:02:28 2017	1502989348	198	4020	4218	4020
Thu Aug 17 12:02:32 2017	1502989352	2209	2091	4300	969
Thu Aug 17 12:02:32 2017	1502989352	2242	2058	4300	936
Thu Aug 17 12:02:32 2017	1502989352	2325	1976	4301	852
Thu Aug 17 12:02:32 2017	1502989352	2495	1924	4419	1924
Thu Aug 17 12:02:28 2017	1502989348	258	5272	5530	3960
Thu Aug 17 12:02:28 2017	1502989348	346	5261	5606	3872
Thu Aug 17 12:02:28 2017	1502989348	346	5315	5661	3872
Thu Aug 17 12:02:29 2017	1502989349	4778	1009	5787	765
Thu Aug 17 12:02:28 2017	1502989348	177	5638	5815	4042
Thu Aug 17 12:02:28 2017	1502989348	4034	1887	5921	1887
Thu Aug 17 12:02:28 2017	1502989348	3729	2413	6142	2413
Thu Aug 17 12:02:28 2017	1502989348	178	6180	6359	4040
Thu Aug 17 12:02:28 2017	1502989348	186	6173	6359	4033
Thu Aug 17 12:02:28 2017	1502989348	186	6177	6363	4033
Thu Aug 17 12:02:29 2017	1502989349	2286	4407	6693	4407
Thu Aug 17 12:02:29 2017	1502989349	2287	4407	6694	4407
Thu Aug 17 12:02:29 2017	1502989349	2297	4397	6694	4397
Thu Aug 17 12:02:29 2017	1502989349	2350	4347	6697	4344
Thu Aug 17 12:02:29 2017	1502989349	2291	4407	6698	4407
Thu Aug 17 12:02:29 2017	1502989349	2295	4407	6702	4407
Thu Aug 17 12:02:29 2017	1502989349	2346	4407	6754	4407
Thu Aug 17 12:02:28 2017	1502989348	444	6951	7395	6186
Thu Aug 17 12:02:28 2017	1502989348	444	6951	7395	6186
Thu Aug 17 12:02:28 2017	1502989348	452	7205	7657	6178
Thu Aug 17 12:02:28 2017	1502989348	452	7205	7657	6178
Thu Aug 17 12:02:28 2017	1502989348	444	7213	7657	6186
Thu Aug 17 12:02:28 2017	1502989348	454	7209	7663	6176
Thu Aug 17 12:02:28 2017	1502989348	466	7198	7663	6164
Thu Aug 17 12:02:28 2017	1502989348	466	7198	7663	6164
Thu Aug 17 12:02:28 2017	1502989348	7782	310	8093	310
Thu Aug 17 12:02:28 2017	1502989348	484	7629	8113	6146
Thu Aug 17 12:02:28 2017	1502989348	7805	310	8115	310
Thu Aug 17 12:02:28 2017	1502989348	135	8385	8520	1741
Thu Aug 17 12:02:28 2017	1502989348	175	8380	8555	4034
Thu Aug 17 12:02:28 2017	1502989348	346	8497	8843	8199
Thu Aug 17 12:02:28 2017	1502989348	479	8509	8987	6151
Thu Aug 17 12:02:28 2017	1502989348	470	8518	8988	6161
Thu Aug 17 12:02:28 2017	1502989348	249	11065	11314	3969
Thu Aug 17 12:02:28 2017	1502989348	243	11071	11314	3975
Thu Aug 17 12:02:28 2017	1502989348	235	11079	11314	3983
Thu Aug 17 12:02:28 2017	1502989348	235	11079	11314	3974
Thu Aug 17 12:02:28 2017	1502989348	235	11093	11327	3974
Thu Aug 17 12:02:28 2017	1502989348	235	11093	11327	3974
Thu Aug 17 12:02:28 2017	1502989348	477	14913	15390	6153
Thu Aug 17 12:02:28 2017	1502989348	477	14914	15390	6153
Thu Aug 17 12:02:28 2017	1502989348	466	14925	15390	6164
